"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
p7bispszievekvn4dvqrp7bisrbq9zzu,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
p66tgmk71fdggr7zp66tr7omhamkuecq,29.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
p5h8o9yy03rxw6g0s5i4wp5h8ojk9xpg,29.0,Masculino,Branca,Prefiro não informar,,Graduação/Bacharelado,Outras Engenharias,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Sênior,de R$ 30.001/mês a R$ 40.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Modelo 100% remoto
p4zcmf4ub8lcpp5v2yp4zcmf4pih3x7p,32.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
p4bvuh2wpa71tap4bvu34b1ghud2xdg1,27.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% remoto
p4855aod0wr09uvojycl0p4855f8fp04,38.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outra opção,Empreendedor ou Empregado (CNPJ),,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
p46kpekxm6lkwr7rup46k8xm2mzy2428,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
p3rjlbytkrrg750tlp3rznfda4roe23k,22.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",Modelo 100% remoto
p3nlzdb2cy33belp3nlz59wl2zk6tzw5,27.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto",Modelo 100% presencial
p3l3j2vg0l037scgd4nbp3l3lbnfc0k9,37.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Modelo 100% presencial
p3dsle14vuvx5ko9tp9wqtwp3dsle1wh,25.0,Masculino,Branca,Não,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto
p360yoo41933ghmuiip360sc3lr2ykd8,29.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Maturidade da empresa em termos de tecnologia e dados, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto
p2qi6l5m5300udcmzp2wpe1bsx3bvgfd,23.0,Masculino,Branca,Não,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,
p27991d51q7x9x97p2799x9poo13k0np,34.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
p1qvh302zb9xx65jp1qvhe1bcun6p1ip,39.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,
p1ib98uaq5rxi7tuazep1ib9w7gb92e6,29.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% presencial
p11evcumh8imemhhp1rryoeas7czrjv1,33.0,Masculino,Branca,Não,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
p0krga33n1xgal8593p0kr42uzylrpdg,36.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
p0bqgd9ej4p0vgbj4p0bqgdzxfcpod3r,38.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ozcshbkfmd5kaynixu18ozcshbk62q1y,30.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
oykj4gic1x6iuq09fmioykj4grfzn5cv,35.0,Masculino,Branca,Não,,Mestrado,Outras Engenharias,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Plano de carreira e oportunidades de crescimento profissional,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
oy1jk7f29k5avw38gy21oy155amnqhhs,25.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
oxvmxahw9zp87yzzoxvmxu9elqgggxka,37.0,Masculino,Branca,Não,,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Ambiente e clima de trabalho, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
oxmy94qq6f1amnoxmyd02s5mwne49srf,50.0,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial
oxmlwoforp77hb0hz7uoxmlwo31xzcf4,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Química / Física,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto",Modelo 100% remoto
oxc4kniunjoswhqoxcb48davfi7q9fuv,27.0,Masculino,Branca,Não,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ox8feu728uxj6b6fpox8feupvypoi873,29.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo 100% remoto
ows3yypv1rbfpows3jfbmsyroq0xok2b,36.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Oportunidade de aprendizado e trabalhar com referências na área,Modelo 100% remoto
owmkx7y8jej6toxszowmkx7h6pe9z5v9,25.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ow148wrz1q2xrgjow148w3gezor6olk9,25.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 1.001/mês a R$ 2.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% presencial
ovu4zsmr00z616mkshp4vvxkovu4zuoo,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Maturidade da empresa em termos de tecnologia e dados,Modelo 100% remoto
ovsifu5871vy7hfuu6agqgovsifu6b58,32.0,Masculino,Branca,Não,,Não tenho graduação formal,,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
ouv2vr7mk4qbpuyqouv2vdw4v6nl9jpu,49.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial
ouufh8ye8dyv39gvnpmouufhrqe0g8w8,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado",Flexibilidade de trabalho remoto,Modelo 100% presencial
ouftuz4id0pzkpbl5ldouftuzdm8tdrj,23.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% remoto
otrgswe8u22y1iail3motrgsweub7h6w,32.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Química / Física,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
ote41yrhnfaou77x70lh1ote41yr3k3t,37.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
otahm4csyd1mljyqotahmyan0clwwhoc,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
ot2uxtu2ke1lug9ot2uxewx8j5gwqh1a,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
os6xkpomgduewnweywz5e0gzos6xkpwu,26.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
orofwmwh0y8zyfteymyf4psorofwmzle,30.0,Masculino,Branca,Não,,Mestrado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo 100% remoto
or06pd8uu5zh3qtv1or06j8t8rjb1i80,39.0,Masculino,Branca,Não,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",Modelo 100% remoto
oqe4ygjly38ir1jyoqe4mi3ybyatgvpk,25.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Flexibilidade de trabalho remoto,Modelo 100% presencial
opp5kh7m8237jzopp5i8gv8ofpu5g59r,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto
opi3ah6002kowc8vwmopi3l20kc53jz4,47.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
op3yn9j6u8udokru9yop3ynl37opyxbu,29.0,Masculino,Outra,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outra opção,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial
oot3x5ydi7nm4a70ypjoot3x5yqnsxr7,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
oo8528z7r9gzs2qlao07doo8528zvm94,45.0,Masculino,Preta,Sim,"Não acredito que minha experiência profissional seja afetada devido a esses fatores, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Qualidade dos gestores e líderes,Modelo 100% presencial
